plant,date,work_center,,machine,order,grade,emp,shift,qty,scrap,setup_plan,machine_plan,machine_actual,labor_plan
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50592,115324901,KC725M,64863,2,440,,0.50,1.23,1.62,1.62
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50592,115324902,KC725M,64863,2,640,,0.50,1.79,0.10,0.10
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,115316555,KCP10,63928,3,235,10,0.50,0.56,0.22,0.22
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,115316815,WK20CT,20648,1,285,10,0.50,0.68,1.18,0.90
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,115316938,K25P,63928,3,300,10,0.50,0.71,1.95,1.95
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,115316942,K20K,63928,3,565,15,0.50,1.34,2.12,2.12
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,115317027,TN10U,20648,2,285,16,0.50,0.69,1.45,0.72
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,115317028,TN20K,20648,1,570,13,0.50,1.34,2.38,1.70
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,115317038,WP40PM,20648,2,640,4,0.50,1.80,1.27,0.78
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,115317039,WP40PM,64863,2,640,4,0.50,1.80,0.30,0.30
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,115317040,WP40PM,64863,2,640,7,0.50,1.81,1.77,1.77
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,115317041,WP40PM,64863,3,640,,0.50,1.79,1.43,1.43
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,115317046,WM25CT,20648,1,511,15,0.50,1.21,2.00,1.00
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,115240564,WM25CT,63508,3,300,17,0.50,0.63,0.70,0.70
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,115240565,WP25CT,21044,1,280,11,0.50,0.58,1.20,1.20
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,115295940,WS25PT,63508,3,300,20,0.50,0.70,2.78,2.78
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,115304567,KCU10,21044,1,450,17,0.50,0.93,1.27,1.27
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,115313231,KCU25,63508,3,416,75,0.50,0.98,0.97,0.97
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,115313234,WP25CT,21044,1,380,5,0.50,0.77,1.82,1.50
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,115313235,WM25CT,63508,3,280,5,0.50,0.57,0.75,0.75
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,115316921,KCP25,64891,3,"1,077",,0.42,2.05,5.70,2.83
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,115316970,KCP10,21044,1,330,11,0.50,0.68,0.92,0.85
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,115317036,KCM15B,21044,2,650,14,0.50,1.33,2.28,1.52
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,115317037,KCP25,21044,2,300,11,0.42,0.59,0.80,0.40
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,115251723,KC730,20648,2,998,17,0.50,2.23,4.07,2.83
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,115251723,KC730,65083,2,242,3,0.50,0.54,2.75,2.75
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,115313226,KC5010,63928,3,955,9,0.50,1.64,0.75,0.75
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,115313227,KC5010,63928,3,955,9,0.50,1.64,1.35,1.35
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,115313228,KT315,20648,1,"1,170",12,0.50,2.01,3.05,2.02
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,115313229,KT175,20648,1,884,12,0.50,1.97,2.40,1.48
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,115319907,K8735,65083,3,50,9,0.50,0.17,1.75,1.75
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,115308622,KCK20,65083,3,850,21,0.50,1.74,0.58,0.58
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,115308643,KCP25,21269,1,600,12,0.42,1.16,0.08,0.08
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,115308643,KCP25,63877,1,320,21,0.42,0.65,0.02,0.02
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,115313362,TN15M,63877,3,300,34,0.50,0.77,0.13,0.13
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,115316923,WP25CT,63877,3,360,13,0.50,0.75,1.42,1.42
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,115316924,WP15CT,63877,3,300,16,0.50,0.63,0.20,0.20
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,115317020,KCP10,21269,1,370,15,0.42,0.73,0.13,0.13
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,115317021,KCP05,21269,2,580,20,0.42,1.14,2.05,2.05
OR01,10.02.2016,PRS3R,3R PRESS OSTERWALDER,#,115296072,KCU10,#,1,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115275808,KC725M,20478,1,35,,1.00,0.71,0.02,0.02
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115275808,KC725M,20478,2,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115275808,KC725M,20478,3,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115275808,KC725M,21303,1,72,13,1.00,1.73,0.07,0.07
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115275808,KC725M,21303,2,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115275808,KC725M,21303,3,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115278955,KD1410,20478,1,73,,1.00,1.49,3.47,3.13
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115278955,KD1410,21317,1,136,,1.00,2.77,0.12,0.12
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115276030,KC5025,20478,1,7,7,1.00,0.23,1.83,1.83
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115276030,KC5025,21317,1,223,1,1.00,3.72,0.07,0.07
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115290865,KC730,20478,1,110,,1.00,1.83,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115290865,KC730,20478,2,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115290865,KC730,21303,1,285,,1.00,4.73,0.10,0.10
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115290865,KC730,21303,2,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115275261,KC5010,21317,3,28,1,1.00,0.48,4.33,4.00
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115283394,CG5,20478,1,35,,1.00,0.58,0.25,0.25
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115283394,CG5,21317,1,265,,1.00,4.40,0.02,0.02
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115300454,KC5010,20478,1,199,,1.00,3.30,2.12,2.12
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115300454,KC5010,20478,2,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115300454,KC5010,21303,1,289,,1.00,4.80,7.65,7.32
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115300454,KC5010,21303,2,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115300593,KC725M,20478,1,198,,0.75,3.96,0.10,0.10
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115300593,KC725M,20478,2,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115300593,KC725M,20478,3,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115300593,KC725M,21299,1,200,,0.75,4.00,0.03,0.03
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115300593,KC725M,21299,2,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115300593,KC725M,21299,3,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115300593,KC725M,21317,1,83,10,0.75,1.86,3.50,3.50
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115300593,KC725M,21317,2,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115300593,KC725M,21317,3,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46755,115217762,KC5410,20925,1,23,1,0.66,0.40,0.82,0.82
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46755,115235803,KCU10,20925,3,80,2,0.66,1.36,4.60,4.58
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46755,115235803,KCU10,21303,3,120,2,0.66,2.03,0.07,0.07
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46755,115235804,KC5410,20925,1,19,,0.66,0.40,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46755,115235804,KC5410,21294,1,255,,0.66,5.38,2.13,2.13
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115295391,KCU10,21294,3,167,5,0.66,2.86,5.62,5.28
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115295392,KCU10,20925,1,325,,0.66,5.40,0.02,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115295392,KCU10,20925,2,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115295392,KCU10,21294,1,119,,0.66,1.98,0.03,0.03
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115295392,KCU10,21294,2,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115295392,KCU10,21299,1,300,16,0.66,5.25,8.00,7.67
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,48182,115295392,KCU10,21299,2,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115255804,CG5,20925,3,191,2,1.00,3.20,0.02,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115255804,CG5,21294,3,247,,1.00,4.10,0.07,0.07
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,50249,115255804,CG5,21299,3,245,1,1.00,4.08,0.03,0.03
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115271703,KC5410,21276,3,182,1,0.66,3.86,0.55,0.55
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115283773,K313,21276,1,,1,0.66,0.02,4.15,3.82
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115283773,K313,21276,3,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115283774,KC730,20739,3,270,,0.66,4.48,7.43,2.12
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115283774,KC730,21276,3,110,4,0.66,1.89,0.03,0.03
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,51876,115283774,KC730,21299,3,270,,0.66,4.48,0.03,0.03
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115244722,KC850,20739,2,191,,0.50,3.17,5.05,1.30
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115244722,KC850,21191,2,61,,0.50,1.01,1.82,0.60
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115244722,KC850,21276,2,78,4,0.50,1.36,0.13,0.13
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115271191,K313,21276,3,195,3,0.50,2.22,2.02,2.02
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,51877,115300050,KC730,21191,3,182,2,0.50,3.05,3.52,1.22
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115247943,KC730,20739,1,51,,1.00,1.04,0.90,0.25
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115247943,KC730,21276,1,336,,1.00,6.85,1.30,1.30
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115286448,K313,20739,2,255,,1.00,4.23,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115286448,K313,21191,2,216,,1.00,3.59,5.15,2.02
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115294655,K313,21191,1,83,,1.00,1.38,1.73,0.57
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,51878,115294655,K313,21191,3,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115251676,KC725M,21191,1,31,3,0.75,0.68,1.43,0.47
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115251676,KC725M,21191,3,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115251677,KC725M,20739,2,142,3,0.75,2.90,7.05,1.98
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115251677,KC725M,21191,2,126,5,0.75,2.62,5.75,2.27
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,52485,115251677,KC725M,21276,2,168,,0.75,3.36,0.05,0.05
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,52850,115268110,KCU10,21304,3,,5,0.66,0.08,0.52,0.52
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,53627,115255648,KC725M,20925,1,117,5,1.00,2.49,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,53627,115255648,KC725M,20970,1,140,,1.00,2.86,8.55,8.22
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,53627,115300592,KC725M,63074,1,,13,1.00,0.27,0.08,0.08
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,53627,115300592,KC725M,63074,2,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,53627,115300592,KC725M,63074,3,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115098676,KC5010,21250,2,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115098676,KC5010,21250,3,260,,0.60,4.32,0.03,0.03
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115098676,KC5010,21304,2,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115098676,KC5010,21304,3,270,,0.60,4.48,0.05,0.05
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115098676,KC5010,63074,2,,,X,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115098676,KC5010,63074,3,296,,0.60,4.91,7.98,7.65
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,53628,115098677,KC5010,21304,3,40,,0.60,0.66,3.70,3.37
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,#,115220893,K313,#,3,,,0.75,,,
OR01,11.02.2016,PRCWNDT,WENDT ALPHA/SCALER,#,115286651,KT315,#,1,30,11,1.00,1.09,1.09,
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,32108,115317004,KC5010,63858,3,935,16,0.50,1.62,0.10,0.10
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,32108,115317005,KC5010,20986,1,216,,0.50,0.37,0.02,0.02
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,32108,115317005,KC5010,63858,1,825,13,0.50,1.43,0.05,0.05
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,32108,115324933,TN30M,20986,2,290,17,0.50,0.61,2.28,2.28
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,32108,115324935,KT315,20986,2,295,129,0.50,0.72,0.27,0.27
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,32108,115324936,KCK15,20986,3,137,11,0.42,0.28,,
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,43101,115300585,KCU10,63858,3,453,18,0.50,1.56,3.17,3.17
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,43101,115320079,KC5010,63858,2,120,5,0.50,0.30,0.02,0.02
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,43101,115320186,KC5010,63858,2,30,15,0.50,0.11,1.32,1.32
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,43101,115320888,KC850,20986,1,477,6,0.50,1.45,2.78,2.78
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,43101,115320888,KC850,63858,1,50,15,0.50,0.20,0.05,0.05
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,43101,115324282,KC950,63858,3,20,9,0.50,0.11,1.40,1.40
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,43101,115324290,KC9105,20986,2,288,18,0.50,0.73,0.73,0.73
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,47191,115316960,KC5010,61301,1,120,20,0.50,0.39,1.57,1.57
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,47191,115316960,KC5010,64891,1,200,40,0.50,0.67,11.17,7.73
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,47191,115316961,KC5010,61301,1,320,8,0.50,0.92,1.35,1.35
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,47191,115316962,KC5010,61301,1,320,4,0.50,0.91,2.70,2.70
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,47191,115316963,KC5010,61301,2,320,6,0.50,0.91,1.73,1.73
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,47191,115316964,KC5010,61301,2,320,6,0.50,0.91,0.32,0.32
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,47191,115316965,KC5010,61301,2,320,7,0.50,0.92,0.32,0.32
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,47191,115320889,KC7310,64891,2,320,5,0.50,0.91,2.18,1.40
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,47191,115320890,KC7310,64891,3,320,5,0.50,0.91,2.62,2.55
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50591,115316969,K10U,61301,1,300,18,0.42,0.73,0.25,0.25
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50591,115323915,SP7700,64891,2,140,13,0.50,0.35,0.02,
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50591,115324873,KCU10,64891,3,,20,0.50,0.08,,
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50591,115324920,WP15CT,61301,1,540,4,0.50,1.25,0.93,0.93
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50591,115324920,WP15CT,64891,1,100,13,0.50,0.26,0.02,0.02
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50591,115324921,WP15CT,61301,1,"1,140",10,0.50,2.65,0.02,0.02
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50591,115324922,WP15CT,61301,2,"1,140",13,0.50,2.65,1.23,1.23
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50592,115034088,KCP10,21242,1,340,36,0.50,0.75,0.28,0.28
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50592,115041642,KCP10,21242,2,"1,140",14,0.50,2.31,0.98,0.98
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50592,115041643,KCP10,21242,2,"1,070",8,0.50,2.16,0.07,0.07
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50592,115316486,#,21242,1,50,12,0.50,0.13,0.18,0.18
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50592,115324903,KC725M,64863,3,640,,0.50,1.79,0.52,0.52
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50592,115324904,KC725M,64863,3,640,8,0.50,1.81,0.45,0.45
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50592,115324905,KC725M,64863,3,640,,0.50,1.79,1.27,1.27
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,115317042,WP40PM,64863,3,640,,0.50,1.79,1.58,1.58
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,115325014,WP35CM,64863,3,480,10,0.50,1.37,1.05,1.05
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,115325015,WP35CM,64863,3,640,,0.50,1.79,0.30,0.30
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,115325016,WP35CM,64863,3,640,,0.50,1.79,1.43,1.43
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50593,115325017,WP35CM,64863,2,640,,0.50,1.79,1.72,1.72
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,115275842,KCP25,61301,2,"1,140",23,0.50,2.68,1.35,1.35
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,115275843,KCP25,61301,2,650,8,0.50,1.51,0.10,0.10
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,115275843,KCP25,64891,2,490,4,0.50,1.14,1.65,0.87
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,115275844,KCP25,64891,3,"1,140",,0.50,2.62,,
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,115316920,KCK20B,64891,3,300,17,0.50,0.63,,
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,50696,115316921,KCP25,64891,3,,25,0.42,0.05,,
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,115316926,WP25CT,65083,3,"1,030",16,0.50,2.09,1.13,1.13
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,115320174,KCK05,21242,2,45,11,0.42,0.11,0.58,0.58
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,115320869,KC5025,21242,1,390,16,0.50,0.81,1.02,1.02
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,115320870,KC5010,21242,1,800,18,0.50,1.64,2.70,2.70
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,115320871,KC850,21242,1,105,,0.50,0.21,0.23,0.23
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,115320871,KC850,65083,1,275,12,0.50,0.57,0.03,0.03
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,115322298,KC5025,65083,3,350,13,0.42,1.20,1.43,1.43
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,115324958,KCU10,65083,2,460,5,0.50,0.98,0.12,0.12
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,115325345,KCU25,21242,1,110,14,0.50,0.29,0.65,0.65
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52411,115327354,KCK05,21242,2,130,4,0.42,0.26,0.32,0.32
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,115319883,K68,21242,1,35,11,0.50,0.13,0.65,0.65
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,115320136,KCU10,21242,1,,5,0.50,0.01,0.80,0.80
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,115320136,KCU10,65083,1,330,24,0.50,0.71,1.50,1.50
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,115320137,WK20CT,65083,3,330,15,0.50,0.69,1.20,1.20
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,115320138,WM25CT,65083,3,450,11,0.50,0.92,1.50,1.50
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,115320854,KC5025,21242,2,350,16,0.42,1.21,0.82,0.82
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,115320855,KC850,21242,2,370,12,0.50,1.11,0.20,0.20
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,115320856,KC5010,21242,2,272,10,0.42,0.93,0.77,0.77
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,115320856,KC5010,65083,2,528,5,0.42,1.76,2.15,2.15
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,115324018,KCU25,21242,1,340,16,0.50,0.71,1.00,1.00
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,115324165,WS10PT,65083,2,25,12,0.50,0.11,1.68,1.68
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,52412,115324932,KCU10,21242,2,360,18,0.50,0.76,0.55,0.55
OR01,11.02.2016,PRS3R,3R PRESS OSTERWALDER,#,115296072,KCU10,#,1,300,216,0.50,1.14,1.14,
OR01,12.02.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115275808,KC725M,20478,1,147,,1.00,3.00,0.03,0.03
OR01,12.02.2016,PRCWNDT,WENDT ALPHA/SCALER,44337,115275808,KC725M,21317,1,110,,1.00,2.24,0.05,0.05
OR01,12.02.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115286651,KT315,21303,1,,1,1.00,0.03,,
OR01,12.02.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115290865,KC730,20478,1,,,1.00,,2.28,1.95
OR01,12.02.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115290865,KC730,21317,1,115,,1.00,1.91,0.03,0.03
OR01,12.02.2016,PRCWNDT,WENDT ALPHA/SCALER,44338,115327544,TN7,20478,1,20,,1.00,0.53,0.05,0.05
OR01,12.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115279381,KCU10,20478,2,20,,1.00,0.33,3.03,3.03
OR01,12.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115279381,KCU10,21303,2,26,6,1.00,0.53,1.85,1.85
OR01,12.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115300454,KC5010,20478,1,13,5,1.00,0.30,1.53,1.53
OR01,12.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46753,115300454,KC5010,21317,1,286,1,1.00,4.77,7.85,7.52
OR01,12.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115300593,KC725M,20478,1,22,,0.75,0.44,0.62,0.62
OR01,12.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46754,115300593,KC725M,21317,1,198,,0.75,3.96,0.03,0.03
OR01,12.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46755,115235803,KCU10,21294,3,71,1,0.66,1.20,2.93,2.60
OR01,12.02.2016,PRCWNDT,WENDT ALPHA/SCALER,46755,115312821,KCU10,20925,1,258,,0.66,4.28,7.68,2.80
